DATE,OPEN,HIGH,LOW,CLOSE
03/11/2013,96.95,96.95,95.5,96.1
03/12/2013,96.15,96.5,94.2,94.2
3/13/2013,93.9,93.9,92.1,93
3/14/2013,93,93,90.8,91
3/15/2013,91,91.2,88,88
3/18/2013,89.8,91,84.8,85.5
3/19/2013,86.05,86.45,82.2,83.2
3/20/2013,83.1,85.8,82.25,84.65
3/21/2013,85,85.1,83.5,84.5
3/22/2013,85,88,84,87.9
3/25/2013,87.95,89,86.95,87.45
3/26/2013,88,88,87.15,87.75
3/27/2013,88.15,90,87.75,89.75
04/01/2013,90,90.65,89.4,89.6
04/02/2013,89.35,89.35,87.5,88.15
04/03/2013,87.9,87.95,87.25,87.7
04/04/2013,87.45,87.45,86.3,87.35
04/05/2013,87.25,87.3,85.3,85.75
04/08/2013,85.75,88.95,85.7,87.5
04/10/2013,87.95,88.5,87.55,87.85
04/11/2013,88.8,88.8,87,87.25
04/12/2013,87.8,88.5,87.35,88.15
4/15/2013,88.15,88.2,86.5,86.5
4/16/2013,86,86.4,85.5,86.1
4/17/2013,86.5,87.85,86,87.85
4/18/2013,87.75,87.75,86.5,87.15
4/19/2013,87.4,91.1,87.4,90.3
4/22/2013,91.6,93.5,91.5,92.65
4/23/2013,92.65,92.65,91.5,92.15
4/24/2013,92.15,92.5,91.85,92
4/25/2013,92,92,90.3,91
4/26/2013,91,91.9,91,91.7
4/29/2013,91.75,92,91.65,91.85
4/30/2013,92,92.15,91.5,91.7
05/02/2013,91.7,91.7,90.2,90.9
05/03/2013,92,93,91.5,92.85
05/06/2013,93.05,94,92.05,92.05
05/07/2013,92.9,92.95,92,92.2
05/08/2013,92.25,92.75,92.2,92.4
05/09/2013,93,93.5,92.65,93
05/10/2013,93,93.4,92.9,93.1
5/14/2013,93.15,95.2,93.15,95
5/15/2013,95.5,97,95.5,96.45
5/16/2013,96.55,97,93.15,94.5
5/17/2013,94.45,96,93.95,95.8
5/20/2013,96,96.1,94.5,94.85
5/21/2013,94.95,95.5,94.85,95
5/22/2013,94.95,95.2,94.9,95.05
5/23/2013,95.4,95.85,92.5,94.9
5/24/2013,94.8,94.8,93.75,94
5/27/2013,93.85,93.85,90.2,91
5/28/2013,91,91.2,90,91.05
5/29/2013,91.55,93.95,91,93.95
5/30/2013,93,93.2,90,90.3
5/31/2013,90.3,93.1,88.5,93.1
06/03/2013,91.8,91.8,88,88.5
06/04/2013,89,89,84.05,84.5
06/05/2013,84.6,86.2,84,84.55
06/06/2013,84.5,85.7,82.5,84.1
06/07/2013,84.35,86.2,84.35,85.6
06/10/2013,86.9,87.6,86.1,86.8
06/11/2013,87,87.5,83.8,84.8
6/13/2013,83,83.7,77.5,77.5
6/14/2013,80,82,78.95,79.4
6/17/2013,79.6,80.95,77,79.95
6/18/2013,80.9,82.3,80.9,81.85
6/19/2013,81.85,84,80.7,83.6
6/20/2013,82,82.25,80.95,82
6/21/2013,80,83.75,79,83
6/24/2013,83,83.8,79.95,79.95
6/25/2013,79,80.5,76.65,77
6/26/2013,79.5,82,79.5,81.8
6/27/2013,83,84.5,83,84.5
6/28/2013,86,86.7,84.25,85
07/01/2013,85.5,87,84.65,86.95
07/02/2013,87,88.5,86.5,87.3
07/03/2013,87.3,87.8,86.3,87.5
07/04/2013,87.3,87.7,86.8,87
07/05/2013,87,87.8,86.6,86.9
07/08/2013,86.8,86.8,84.9,84.95
07/09/2013,85.25,85.95,84.65,84.8
07/10/2013,84.9,84.9,83.75,84.5
07/11/2013,85,86.5,84.5,85.3
07/12/2013,86.9,88,86.5,88
7/15/2013,88,88.2,87,87
7/16/2013,88,88.1,85.6,87
7/17/2013,87.2,87.2,86,87
7/18/2013,87,87.2,86,86.25
7/19/2013,86,87.75,84.65,84.65
7/22/2013,85,85.5,84.65,84.65
7/23/2013,84.85,85.45,84.65,84.95
7/24/2013,85.1,86.5,85.1,85.95
7/25/2013,86,86.75,84.65,85.7
7/26/2013,85.7,86,82.4,83
7/29/2013,83,83,81.8,82.05
7/30/2013,82.35,84.1,82.35,83.7
7/31/2013,83.85,84,81,81
08/01/2013,81.9,81.95,81.45,81.65
08/02/2013,81.8,81.9,81,81
08/05/2013,81.2,81.35,80,80
08/06/2013,80.35,80.9,77.85,78.8
08/07/2013,79.3,79.3,78,78.8
08/08/2013,78.55,79.5,78.1,78.95
08/12/2013,79.35,79.8,78.3,79
8/13/2013,79.2,81.8,79.2,81.8
8/14/2013,81.8,83,80.85,83
8/15/2013,82.85,82.85,81,82
8/16/2013,81.8,81.95,80.9,81.5
8/22/2013,76,77,75.5,76.25
8/23/2013,76.25,76.85,75.9,76.5
8/27/2013,76.35,76.35,70.45,72
8/28/2013,69.6,69.6,66.2,68.2
8/29/2013,68.7,73.3,68.7,73.3
8/30/2013,73.3,74,72,74
09/02/2013,73.9,73.9,72.3,73
09/03/2013,73,73.2,72.6,72.7
09/04/2013,72.9,73,71.5,72
09/05/2013,72,72.7,71.1,72.25
09/06/2013,72.7,73,71.9,72
09/09/2013,72.8,73.25,72.3,72.5
09/10/2013,74,74.6,73.8,74.25
09/11/2013,74.5,75.8,74.4,75
09/12/2013,75.85,75.85,72.5,72.5
9/13/2013,72.8,73.5,72,72.85
9/16/2013,73.05,76,73.05,75
9/17/2013,75.8,75.8,75,75.4
9/18/2013,75.5,75.8,74.7,75
9/19/2013,77.2,81,77.2,80
9/20/2013,80.3,82.5,79.75,80
9/23/2013,80.05,81,79.2,81
9/24/2013,81,81.1,80.5,81
9/25/2013,81,81,79.4,79.4
